"Title","Author","Price","Sales Rank","Genre/Theme","Published Month","Published Year","Mean_Polarity","Mean_Subjectivity"
"Who Was Ida B. Wells?","Sarah Fabiny",15.99,71919,"Juvenile Nonfiction","Jun",2020,0,0
"Even the Dogs","Jon McGregor",16.95,71930,"Fiction","May",2020,0.0882215007215007,0.543354978354978
"Kristy's Big Day (The Baby-sitters Club, 6)","Ann M Martin",6.99,71965,"Juvenile Fiction","May",2020,0,0
"Silent Cities New York","Jessica Ferri",19.95,71973,"History","May",2020,0.314438502673797,0.636096256684492
"Stay Up with Hugo Best","Erin Somers",16,71980,"Fiction","Apr",2020,0.268168024504231,0.593137815249884
"Bitter Honey","Letitia Clark",40,71987,"Cooking","Apr",2020,0.416666666666667,0.883333333333333
"Malicroix","Henri Bosco",16.95,72012,"Fiction","Apr",2020,0.180991161616162,0.422257395382395
"Birthright","George Abraham",16,72016,"Poetry","Apr",2020,0,0
"Ghost Squad","Claribel A Ortega",17.99,72022,"Juvenile Fiction","Apr",2020,0.088297520661157,0.227969696969697
"How to Exterminate the Black Woman","Monica Prince",12,72026,"Poetry","Apr",2020,0,0
"We Are the Wildcats","Siobhan Vivian",18.99,72039,"Young Adult Fiction","Mar",2020,0.140258689378255,0.383999890206412
"Sensuous Knowledge","Minna Salami",25.99,72042,"Social Science","Mar",2020,0.131446742557854,0.432972582972583
"dayliGht","Roya Marsh",15,72045,"Poetry","Mar",2020,0.152583874458874,0.475656565656566
"Surviving","Henry Green",18.95,72060,"Literary Criticism","Mar",2020,0.117063492063492,0.418083900226757
"So Here's the Thing . . .","Alyssa Mastromonaco",16.99,72076,"Self-Help","Mar",2020,0.152448109375193,0.359351032198254
"The Passover Haggadah","Alana Newhouse",16.95,72093,"Religion","Mar",2020,0,0
"Cracked Up to Be","Courtney Summers",10.99,72157,"Young Adult Fiction","Feb",2020,0.121901049630641,0.48909803914906
"Spring Rain","Andy Warner",19.99,72177,"History","Jan",2020,0.00336538461538462,0.273265669515669
"The Passion Economy","Adam Davidson",27.95,72213,"Business & Economics","Jan",2020,0.257965367965368,0.525063210598925
"Lose Well","Chris Gethard",15.99,72251,"Humor","Dec",2019,0.127973484848485,0.580258838383838
"The Sacrament","Olaf Olafsson",26.99,72254,"Fiction","Dec",2019,0.300026094276094,0.687945005611672
"Seventeen","Hideo Yokoyama",19,72261,"Fiction","Nov",2019,0.208098344556678,0.561395202020202
"I'm Not Millie!","Mark Pett",17.99,72262,"Juvenile Fiction","Nov",2019,0.2625,0.45
"Wanderlust USA","Gestalten",50,72265,"Travel","Nov",2019,0,0
"What's Next?","Timothy Knapman",16.99,72296,"Juvenile Fiction","Nov",2019,0.119791666666667,0.236904761904762
"Always Be You","Ioana Stoian",12.95,72306,"Juvenile Fiction","Nov",2019,0,0
"How to Put a Whale in a Suitcase","Raul Guridi",14.99,72313,"Juvenile Fiction","Oct",2019,0,0
"The Curious Book of Lists","Tracey Turner",18.99,72327,"Juvenile Nonfiction","Oct",2019,0,0
"America Is Immigrants","Sara Novic",20,72341,"History","Oct",2019,0,0
"This Particular Happiness","Jackie Shannon Hollis",16.95,72349,"Family & Relationships","Oct",2019,0.186625732363653,0.486649701547286
"The Emotionally Intelligent Office","School of Life The",14.99,72350,"Business & Economics","Oct",2019,0.4,0.5
"Sudden Traveler","Sarah Hall",23.99,72362,"Fiction","Oct",2019,0.142789602372936,0.428702701619368
"Eat, Laugh, Talk","The Family Dinner Project",24.99,72370,"Cooking","Oct",2019,0.191464646464646,0.430508207070707
"Hangover Helper","Lauren Shockey",19.99,72384,"Cooking","Oct",2019,0,0
"Here We Are","Aarti Namdev Shahani",26.99,72398,"Social Science","Oct",2019,0.220175694285765,0.537579428713796
"The Tenth Girl","Sara Faring",18.99,72410,"Young Adult Fiction","Sep",2019,0.162896825396825,0.68452380952381
"The Quantum Astrologer's Handbook","Michael Brooks",26,72430,"Science","Sep",2019,0.221825744131645,0.565816416158031
"Undiscovered Country","Kelly O'Connor McNees",15.95,72439,"Fiction","Sep",2019,0.186467837717838,0.572919857919858
"The Language of Tarot","Jeannie Reed",17.99,72443,"Body, Mind & Spirit","Sep",2019,0,0
"Grace Goes to Washington","Kelly DiPucchio",17.99,72444,"Juvenile Fiction","Sep",2019,0.215945165945166,0.359379509379509
"A Room Away From the Wolves","Nova Ren Suma",10.95,72454,"Young Adult Fiction","Sep",2019,0.144175032025797,0.520102390523309
"Pirate Women","Laura Sook Duncombe",16.99,72461,"Biography & Autobiography","Sep",2019,0,0
"Changeling","Matt Wesolowski",15.95,72463,"Fiction","Sep",2019,-0.0233880471380471,0.322194163860831
"The Warlow Experiment","Alix Nathan",26.95,72479,"Fiction","Aug",2019,0.125812954102428,0.528015240120503
"Certain American States","Catherine Lacey",17,72484,"Fiction","Aug",2019,0.0470121224896885,0.415673937323847
"The Kilroys List, Vol. 2","Lynn Nottage",16.95,72513,"Performing Arts","Jul",2019,0,0
"The Chelsea Girls","Fiona Davis",27,72517,"Fiction","Jul",2019,0.224581159475914,0.544536489461538
"Beijing Payback","Daniel Nieh",26.99,72520,"Fiction","Jul",2019,0.259857278138528,0.496419101731602
"Metamorphica","Zachary Mason",17,72541,"Fiction","Jul",2019,0.274864718614719,0.505170755170755
"The Girl Who Sailed the Stars","Matilda Woods",16.99,72555,"Juvenile Fiction","Jun",2019,0.325,0.697222222222222
"Mothers","Jacqueline Rose",16,72596,"Social Science","May",2019,0.156061889944101,0.547570352546314
"The Unbelievable Oliver and the Four Jokers","Pseudonymous Bosch",15.99,72611,"Juvenile Fiction","May",2019,-0.085,0.475
"The Farm","Joanne Ramos",27,72634,"Fiction","May",2019,0.0427278138528139,0.617755411255411
"What Is Psychotherapy?","School of Life The",14.99,72678,"Psychology","Apr",2019,0.725,0.925
"Permission","Saskia Vogel",17.95,72681,"Fiction","Apr",2019,0.146153846153846,0.65989010989011
"Ms. Marvel Vol. 10","G Willow Wilson",19.99,72685,"Comics & Graphic Novels","Apr",2019,0,0
"Lonely Planet Yellowstone & Grand Teton National Parks 5th Ed.","Lonely Planet",19.99,72709,"Travel","Mar",2019,0,0
"Days by Moonlight","Andre Alexis",17.95,72763,"Fiction","Feb",2019,0,0
"Same Same","Peter Mendelsund",17.95,72788,"Fiction","Feb",2019,0.145292940142564,0.388106792956417
"When You Read This","Mary Adkins",26.99,72789,"Fiction","Feb",2019,0.152459369334369,0.490402583527584
"Our Lady of the Prairie","Thisbe Nissen",15.99,72804,"Fiction","Jan",2019,0.151313131313131,0.36530303030303
"Jonny Lambert's Animal ABC","Jonny Lambert",12.99,72889,"Juvenile Nonfiction","Nov",2018,0,0
"The Hole","Jose Revueltas",12.95,72900,"Fiction","Oct",2018,0.0808919886697664,0.476688907800019
"Spring After Spring","Stephanie Roth Sisson",17.99,73020,"Juvenile Nonfiction","Aug",2018,0.293772893772894,0.423901098901099
"Friendship List #1","Lisa Greenwald",7.99,73027,"Juvenile Fiction","Aug",2018,0.185252525252525,0.325212121212121
"Dunbar","Edward St Aubyn",16,73042,"Fiction","Jul",2018,0.120078185703186,0.389291958041958
"Banthology","Sarah Cleave",14.95,73135,"Fiction","May",2018,0.10030303030303,0.373371212121212
"Milk","Dorothea Lasky",18,73157,"Poetry","Apr",2018,0.0549321727123451,0.251824743742847
"The Road to Jonestown","Jeff Guinn",18,73169,"Biography & Autobiography","Apr",2018,0.0552083333333333,0.4546875
"The Funeral","Matt James",18.95,73185,"Juvenile Fiction","Apr",2018,0.1839935821754,0.463643553416281
"Brave Clara Barton","Frank Murphy",4.99,73232,"Juvenile Nonfiction","Feb",2018,0,0
"No One Is Coming to Save Us","Stephanie Powell Watts",16.99,73249,"Fiction","Feb",2018,0.162054338898504,0.506774790147655
"Furthermore","Tahereh Mafi",8.99,73317,"Juvenile Fiction","Nov",2017,0.200189393939394,0.474242424242424
"Soup Day","Melissa Iwai",8.99,73331,"Juvenile Fiction","Oct",2017,0.425138888888889,0.659166666666667
"The Big Sparkly Box of Unicorn Magic","Dana Simpson",39,73337,"Juvenile Fiction","Oct",2017,0,0
"Another Place You've Never Been","Rebecca Kauffman",16.95,73369,"Fiction","Sep",2017,0.154432733932734,0.427864098864099
"Showdown in Space! (DC Super Hero Girls)","Courtney Carbone",4.99,73391,"Juvenile Fiction","Sep",2017,0,0
"Honor Girl","Maggie Thrash",14.99,73484,"Young Adult Nonfiction","May",2017,0.191203522474676,0.464787634801096
"American Heiress","Jeffrey Toobin",16.95,73528,"Biography & Autobiography","Apr",2017,0.202764636157493,0.411444289837147
"Over The Garden Wall Vol. 1","Jim Campbell",14.99,73536,"Juvenile Fiction","Mar",2017,0,0
"Girlfriends, Ghosts, and Other Stories","Robert Walser",15.95,73695,"Fiction","Sep",2016,0.188021913983452,0.408869655985041
"There Should Be Flowers","Joshua Jennifer Espinoza",15.95,73721,"Poetry","Aug",2016,0,0
"My Sunshine Away","M O Walsh",16,73806,"Fiction","Apr",2016,0.243884910024616,0.504677711993888
"Night at the Fiestas","Kirstin Valdez Quade",15.95,73811,"Fiction","Mar",2016,0.147925685425685,0.525147075147075
"Find Me","Laura van den Berg",15,73837,"Fiction","Feb",2016,0.214696696401242,0.497078714635533
"The Throne of Fire","Rick Riordan",12.99,73898,"Juvenile Fiction","Oct",2015,0.136698412698413,0.27652414021164
"Annika Riz, Math Whiz","Claudia Mills",5.99,73985,"Juvenile Fiction","Apr",2015,0.194567271352986,0.431245275888133
"I Am Pilgrim","Terry Hayes",18,74044,"Fiction","Dec",2014,0.294335394763966,0.495807513914657
"Kelsey Green, Reading Queen","Claudia Mills",5.99,74174,"Juvenile Fiction","Mar",2014,0.189078282828283,0.450631313131313
"Appointment in Samarra","John O'Hara",16,74287,"Fiction","Apr",2013,0.190715638528139,0.521512445887446
"A Sorrow Beyond Dreams","Peter Handke",14,74343,"Biography & Autobiography","Oct",2012,0.289393939393939,0.546590909090909
"Who Was Roald Dahl?","True Kelley",5.99,74370,"Juvenile Nonfiction","Aug",2012,0,0
"Wonderstruck","Brian Selznick",29.99,74468,"Juvenile Fiction","Sep",2011,0.416184573002755,0.602685950413223
"Sharks in the Rivers","Ada Limon",15,74547,"Poetry","Oct",2010,0,0
"All My Friends Are Dead (Funny Books, Children's Book for Adults, Interesting Finds, Animal Books)","Avery Monsen",9.95,74585,"Humor","Jun",2010,0.183194444444444,0.472222222222222
"A Boy's Own Story","Edmund White",17,74694,"Fiction","Feb",2009,0.171938616938617,0.359980574980575
"Prep","Curtis Sittenfeld",17,74914,"Fiction","Dec",2005,0.228819137683934,0.438095250365659
"Snow","Orhan Pamuk",16.95,74942,"Fiction","Jul",2005,0.145920156015859,0.48339962576486
"The Summons","Peter Lovesey",16.95,74993,"Fiction","Jun",2004,0.272128639334522,0.405006684491979
"Alice's Adventures in Wonderland","Lewis Carroll",34.99,75030,"Juvenile Fiction","Oct",2003,0.374779541446208,0.415520282186949
"Pompeii...Buried Alive!","Edith Kunhardt",4.99,75355,"Juvenile Nonfiction","Oct",1987,0,0
"Pink Mountain on Locust Island","Jamie Marina Lau",16.95,75536,"Fiction","Sep",2020,0.0987808045129474,0.319517008784866
"Facing You","Uche Nduka",15.95,75544,"Poetry","Sep",2020,0.0296031746031746,0.297431457431457
"Medusa Beach","Melissa Monroe",16,75548,"Poetry","Sep",2020,0,0
"Kudo Kids","Maia Shibutani",16.99,75554,"Juvenile Fiction","Sep",2020,0.196389536389536,0.431585729085729
"Supermaker","Jaime Schmidt",24.95,75556,"Business & Economics","Sep",2020,0.216345937049062,0.496221703643579
"Robobaby","David Wiesner",17.99,75577,"Juvenile Fiction","Sep",2020,-0.0221590909090909,0.388636363636364
"Losers","Mary Pilon",17,75599,"Language Arts & Disciplines","Aug",2020,0.104049284049284,0.354645354645355
"Swift","David Baker",15.95,75600,"Poetry","Aug",2020,0.0517536075036075,0.453600649350649
"Loathe at First Sight","Suzanne Park",15.99,75601,"Fiction","Aug",2020,0.273645582812249,0.570504649671316
"Ordinary Hazards","Anna Bruno",27,75603,"Fiction","Aug",2020,0.0250225468975469,0.3128663003663
"A Particular Kind of Black Man","Tope Folarin",16,75614,"Fiction","Aug",2020,0.101420752450164,0.473731448290272
"Who Was Celia Cruz?","Pam Pollack",5.99,75639,"Juvenile Nonfiction","Aug",2020,0,0
"The Portrait of an Eye","Kathy Acker",17,75656,"Fiction","Jul",2020,0.0577441077441078,0.331986531986532
"Bottled Goods","Sophie van Llewyn",15.99,75659,"Fiction","Jul",2020,0.221577380952381,0.62874503968254
"The Vanishing Sky","L Annette Binder",27,75675,"Fiction","Jul",2020,0.116068601478955,0.485475540639682
"Burning Down the House","Julian E Zelizer",30,75697,"Political Science","Jul",2020,0.142708356107977,0.45562295483697
"White Christian Privilege","Khyati Y Joshi",28,75710,"Religion","Jul",2020,0,0
"Sweet Time","Weng Pixin",24.95,75762,"Comics & Graphic Novels","Jun",2020,0.14909769717462,0.435671379902149
"Bernadette Mayer","Bernadette Mayer",45,75763,"Photography","Jun",2020,0,0
"The Tree and the Vine","Dola de Jong",15.95,75788,"Fiction","May",2020,0.0795147907647908,0.526765572390572
"The Book of Help","Megan Griswold",17,75802,"Self-Help","May",2020,0.239004055708601,0.528605590537409
"The Unbelievable Oliver and the Sawed-in-Half Dads","Pseudonymous Bosch",7.99,75814,"Juvenile Fiction","May",2020,0.1,0.275
"Groundwork","Paul Auster",20,75829,"Biography & Autobiography","May",2020,0.1,0.825
"Every Second","Bruno Gibert",21.99,75835,"Juvenile Nonfiction","May",2020,0.243820987654321,0.420248971193416
"Meaning a Life","Mary Oppen",18.95,75846,"Poetry","Apr",2020,0.0733217592592593,0.385127314814815
"Broadway","Fran Leadon",18.95,75857,"Architecture","Apr",2020,0.324986225895317,0.509733700642792
"Who Will You Be?","Andrea Pippins",17.99,75876,"Juvenile Fiction","Apr",2020,0.312272727272727,0.549659090909091
"Things That Go Away","Beatrice Alemagna",18.99,75909,"Juvenile Fiction","Mar",2020,0.272395833333333,0.532390873015873
"Unicorns Sparkle & Shine! Coloring and Activity Book","Editors of Silver Dolphin Books",2.99,75910,"Juvenile Fiction","Mar",2020,0,0
"The Bilingual Brain","Albert Costa",29.95,75920,"Science","Mar",2020,0.206300366300366,0.433745421245421
"Open Kitchen","Susan Spungen",35,75949,"Cooking","Mar",2020,0.213958333333333,0.324583333333333
"Short Life in a Strange World","Toby Ferris",32.5,75960,"Travel","Feb",2020,0.178703703703704,0.318518518518518
"Mulan","Grace Lin",16.99,75985,"Juvenile Fiction","Feb",2020,0,0
"Good Riddance","Elinor Lipman",15.99,75992,"Fiction","Feb",2020,0.287391076185719,0.575379015825444
"Lights All Night Long","Lydia Fitzpatrick",17,75996,"Fiction","Feb",2020,0.244839897906636,0.508186801786455
"Rough Ideas","Stephen Hough",30,76000,"Music","Feb",2020,0.0790279417552145,0.327619047619048
"The Wagers","Sean Michaels",15.95,76022,"Fiction","Jan",2020,0,0
"The Complete Short Stories of Natalia Ginzburg","Natalia Ginzburg",29.95,76081,"Fiction","Dec",2019,0,0
"The Worst Kind of Want","Liska Jacobs",26,76115,"Fiction","Nov",2019,0.0640158525684841,0.465927143032406
"Heart of Darkness","Peter Kuper",21.95,76116,"Fiction","Nov",2019,0.152736928104575,0.361437908496732
"Only Americans Burn in Hell","Jarett Kobek",16.95,76160,"Fiction","Oct",2019,0,0
"Happy Hair","Mechal Renee Roe",16.99,76162,"Juvenile Fiction","Oct",2019,0.0333333333333333,0.158333333333333
"Passing","Michael Korda",24.95,76175,"Family & Relationships","Oct",2019,0.203962446283875,0.44920134429063
"Einstein's Shadow","Seth Fletcher",17.99,76176,"Science","Oct",2019,0.145797386564053,0.609476062209396
"Bury the Lede","Gaby Dunn",19.99,76180,"Comics & Graphic Novels","Oct",2019,0,0
"Reading Beauty","Deborah Underwood",17.99,76203,"Juvenile Fiction","Sep",2019,0.0922077922077922,0.226258116883117
"Coventry","Rachel Cusk",27,76215,"Literary Collections","Sep",2019,0.143817702890979,0.443799261083744
"Heaven, My Home","Attica Locke",27,76217,"Fiction","Sep",2019,0.122036683501257,0.317390286897775
"When Death Takes Something from You Give It Back","Naja Marie Aidt",22.95,76220,"Literary Criticism","Sep",2019,0.179774202405781,0.559038592985961
"How to Be Remy Cameron","Julian Winters",17.99,76224,"Young Adult Fiction","Sep",2019,0.24049534030784,0.350220689033189
